file,sprite,id,kind,rarity,status,active_type,name_key,name_en,name_ko,categories,effect_ko,effect_en
Thunderfrost Butterfly,LightningIceButterfly,1244,artifact,2,active,Locked,Item_ThunderfrostButterfly_Name,Thunderfrost Butterfly,얼음구름 나비,"DARKCLOUD, GLACIER",먹구름이 눈보라 구름으로 변경됨 / +2/4/6/8 얼음속성 피해 / +6/12/18/24% 먹구름의 소모 속도,Storm Cloud changes to Snowstorm Cloud / +2/4/6/8 Cold Damage / +6/12/18/24% Consumption Speed of Storm Cloud
Thunderstorm Tracking Compass,LightningCompass,1167,artifact,3,active,Locked,Item_LightningCompass_Name,Thunderstorm Tracking Compass,뇌운추적 나침반,MAGITECH,감전 부여 시 15/30/45/60% 확률로 강화 감전 부여 / +2/4/6/8 번개속성 피해,"When Electrocution is applied, apply Enhanced Electrocution with a 15/30/45/60% chance / +2/4/6/8 Lightning Damage"
Tiny Magic Conch,MagicConch,1063,artifact,1,active,Default,Item_SmallConch_Name,Tiny Magic Conch,작은 마법 고둥,FROST,+3/6/10% 얼음 무구의 피해량 / +5/8/12% 치명타 피해,+3/6/10% Frost Relic damage / +5/8/12% Critical Damage
Tome of Transmutation -,PhysicalToBook0,1307,artifact,2,active,WitchHat,Item_PhysicalToFire_Name,Tome of Transmutation -,변환의 서:,,"추가 물리 피해가 0이 되고, 그 20/40/60/80/100%가 화염속성 피해로 변환","Additional Physical Damage becomes 0, and that 20/40/60/80/100% is converted to Fire Damage"
Tome of Transmutation - [1308],PhysicalToBook1,1308,artifact,2,active,WitchHat,Item_PhysicalToIce_Name,Tome of Transmutation -,변환의 서:,,"추가 물리 피해가 0이 되고, 그 20/40/60/80/100%가 얼음속성 피해로 변환","Additional Physical Damage becomes 0, and that 20/40/60/80/100% is converted to Cold Damage"
Tome of Transmutation - [1309],PhysicalToBook2,1309,artifact,2,active,WitchHat,Item_PhysicalToLightning_Name,Tome of Transmutation -,변환의 서:,,"추가 물리 피해가 0이 되고, 그 20/40/60/80/100%가 번개속성 피해로 변환","Additional Physical Damage becomes 0, and that 20/40/60/80/100% is converted to Lightning Damage"
Topaz Badge,Key_Topaz,1298,artifact,1,active,WitchHat,Item_KeyMagitech_Name,Topaz Badge,토파즈 배지,,+2/4/6/8/10% 무기 피해량 / +2/3/4/5/6 번개속성 피해,+2/4/6/8/10% Weapon Damage / +2/3/4/5/6 Lightning Damage
Toxic Spore Pouch,SporePoket,1154,artifact,2,active,WitchHat,Item_VenomSporePouch_Name,Toxic Spore Pouch,맹독 포자 주머니,,+4/6/8/10% 보스와 미니보스에게 주는 추가 피해량,+4/6/8/10% Bonus damage dealt to Boss and Mini Boss
Traveler's Blessing,BlessOfSage2,1301,artifact,2,active,Locked,Item_BlessOfSage_Name,Traveler's Blessing,나그네의 축복,ALCHEMY,+4/8/12% 무기 피해량 / +4/8/12% 마법서 피해량 / 0/1/2 고정 피해 / +3/6/9% 이동 속도,+4/8/12% Weapon Damage / +4/8/12% Grimoire Damage / 0/1/2 True Damage / +3/6/9% Move Speed
Tuning Fork,TuningForks,1117,artifact,2,active,Locked,Item_PerfectGuardDamageQuest_Name,Tuning Fork,소리굽쇠,"ACADEMY, STURDY",0.8초마다 한 번 마법서 시전 시 '음파' 스택을 획득 (최대 5 중첩) / 무기 공격으로 스택을 모두 소모하여 공격 지점에 혼돈 피해를 가함 (마법서 피해로 간주됨) / 피해량: 모든 속성 피해의 평균치 +200/250/300/350/450/550% (마법서 가속 1당 소리굽쇠 피해량이 1% 증폭),Gain a 'Sonic Wave' stack each time Grimoire is cast every 0.8 seconds (up to 5 stacks) / Consume all stacks with Weapon Attack to deal Chaos damage at the attack point (considered as Grimoire damage) / Damage: Average damage of all elemental types +200/250/300/350/450/550% (Grimoire Haste 1 increases Tuning Fork damage by 1%)
Unidentified Advanced Artifact,UnknownCharm,10001,artifact,1,active,Default,Item_Identifiable_Charm_Uncommon_Name,Unidentified Advanced Artifact,미감정 고급 아티팩트,,,
Unidentified Bolt Grimoire,UnknownCharm,10004,artifact,0,active,Default,Item_Identifiable_BoltMagic_Name,Unidentified Bolt Grimoire,미감정 볼트 마법서,,,
Unidentified Bolt Grimoire Support Artifact,UnknownCharm,10005,artifact,0,active,Default,Item_Identifiable_BoltMagicModifier_Name,Unidentified Bolt Grimoire Support Artifact,미감정 볼트 마법 보조 아티팩트,,,
Unidentified Common Artifact,UnknownCharm,10000,artifact,0,active,Default,Item_Identifiable_Charm_Common_Name,Unidentified Common Artifact,미감정 일반 아티팩트,,,
Unidentified Friend Artifact,UnknownCharm,10008,artifact,0,active,Default,Item_Identifiable_Friend_Name,Unidentified Friend Artifact,미감정 친구 아티팩트,,,
Unidentified Legendary Artifact,UnknownCharm,10003,artifact,3,active,Hidden,Item_Identifiable_Charm_Legend_Name,Unidentified Legendary Artifact,미감정 전설 아티팩트,,,
Unidentified Rare Artifact,UnknownCharm,10002,artifact,2,active,Default,Item_Identifiable_Charm_Rare_Name,Unidentified Rare Artifact,미감정 희귀 아티팩트,,,
Unidentified Summoning Grimoire,UnknownCharm,10007,artifact,0,active,Default,Item_Identifiable_SummonMagic_Name,Unidentified Summoning Grimoire,미감정 소환 마법서,,,
Unidentified Sword and Shield Artifact,UnknownCharm,10006,artifact,0,active,Default,Item_Identifiable_SwordAndShield_Name,Unidentified Sword and Shield Artifact,미감정 검과 방패 아티팩트,,,
Valter’s Work Monocle,BalterMonocle,1191,artifact,3,active,Default,Item_CritAndRanged_Name,Valter’s Work Monocle,발터의 작업용 단안경,PRECISION,"+10/19/28/35/45% 치명타 확률 / 적이 3타일 내에 근접해 있는 경우, 치명타 피해 -30%","+10/19/28/35/45% Critical Chance / If an enemy is within 3 tiles, critical damage -30%"
Vital Touch,TouchOfLiving,1196,artifact,2,active,Locked,Item_Exploitation_Name,Vital Touch,생명의 손길,STURDY,-55/48/40/33% 최종 HP / 무기 공격 시 HP를 +1/1/1/1만큼 회복 (재사용 대기시간 1초),-55/48/40/33% Final HP / Recovers HP by +1/1/1/1 on Weapon Attack (Cooldown 1 seconds)
Voluspa,Voluspa,1137,artifact,2,active,Default,Item_IceSpear_Name,Voluspa,볼루스파,FROST,전투 중 6초마다 충전됨. 충전 이후 주변에 적이 있다면 아래 효과 발동 / 얼음 창이 날아와 적들을 +1/1/1/1/1//2/2/2/3회 공격 / [피해량: 20 (20+얼음속성 피해+100/140/180/220/260//155/170/130/150%)],Charges every 6 seconds during combat. Activates the following effect if there are enemies nearby after charging. / Ice spear flies in and attacks enemies +1/1/1/1/1//2/2/2/3 times / [Damage: 20 (20+Cold Damage+100/140/180/220/260//155/170/130/150%)]
Wanderer's Necklace,DriftNecklace,1275,artifact,2,active,Locked,Item_DriftNecklace_Name,Wanderer's Necklace,유랑자의 목걸이,WINDSONG,+6/12/18% 공격 속도 / +2/4/6 가장 높은 속성 피해,+6/12/18% Attack Speed / +2/4/6 Highest Elemental Damage
Warm Stone,WarmStone,1018,artifact,2,active,Default,Item_WarmStone_Name,Warm Stone,따뜻한 돌,PRECISION,치명타 피해 +10/20/30/40/50%,Critical Damage +10/20/30/40/50%
Warning Letter,Certificates,5000,artifact,2,active,Hidden,Item_WANTED_Name,Warning Letter,경고 문서,,+4/8% 이동 속도,+4/8% Move Speed
Warrior Seal,GreatCharmOfStrength,1036,artifact,1,active,Default,Item_ProofOfWarrior_Name,Warrior Seal,전사의 증표,STURDY,+1/2/3/4/6//8/10/13 물리 피해 / +5/5/5/10/10//10/15/15% 공격 속도,+1/2/3/4/6//8/10/13 Physical Damage / +5/5/5/10/10//10/15/15% Attack Speed
Water Bag,WaterPocket,1138,artifact,1,active,Locked,Item_WaterBag_Name,Water Bag,물주머니,LAKE,"MP를 소모할 때마다 최대 MP 1 증가 (최대 +10/15/20/25, 재사용 대기시간 5초)","Increases Max MP by 1 every time you use MP (up to +10/15/20/25, cooldown: 5 seconds)"
Water Bolt,Skill_Icon_Waterbolt,3017,artifact,0,active,Hidden,Skill_0005_Name,Water Bolt,워터 볼트,,스킬 워터 볼트 획득 / 작은 물 투사체를 생성하여 던짐 / CD: 1s / MP: 2 / 피해량: 0 + 얼음속성 피해 100/110%,Acquire Skill Water Bolt / Hurls a small water projectile / CD: 1s / MP: 2 / Damage: 0 + Cold Damage 100/110%
Water Spirit,WaterElemental,1296,artifact,2,active,Locked,Item_LakeSpirit_Name,Water Spirit,물의 정령,"LAKE, PRECISION","최대 MP 30%를 사용하여, 조준 지점에 '워터 그랩' 시전 / [피해량: 최대 MP × +160/240/320/400/500] / 이 공격의 치명타 피해 +10/15/20/25/30% 증폭",Cast 'Water Grab' at the targeted location using Max MP 30% / [Damage: Max MP × +160/240/320/400/500] / Amplify this attack's Critical Damage +10/15/20/25/30%
Whirlwind Stone,SwirledStones,1306,artifact,1,active,WitchHat,Item_HighSpeed_Name,Whirlwind Stone,회오리 돌,,+2/4/6/8% 모든 피해 증폭 / +6/12/18/24% 이동 속도,+2/4/6/8% Universal Damage Boost / +6/12/18/24% Move Speed
White Branch,WhiteTwigs,1040,artifact,2,active,Default,Item_SilverBranch_Name,White Branch,하얀 나뭇가지,LAKE,MP 재생 +5/9/15/22/30,MP Regeneration +5/9/15/22/30
White Cape,SnowwhiteCape,1186,artifact,1,active,Default,Item_WhiteCloak_Name,White Cape,순백의 망토,MYSTIC,+30/60/100/130/160/200% 자신이 부여한 버프의 지속시간,+30/60/100/130/160/200% Duration of Buffs Applied by Self
White Crust Bread,WhiteCrustedBread,1119,artifact,3,active,Default,Item_HitInvincible_Name,White Crust Bread,흰 테두리 빵,GUARDIAN,피격 시 무적 시간 +0.4/0.8/1.2초,"Upon taking damage, gain invincibility for +0.4/0.8/1.2 seconds"
White Eggshell,WhiteEggShell,1118,artifact,2,active,Default,Item_MinHPKill_Name,White Eggshell,하얀 알 껍질,MYSTIC,공격한 대상의 체력이 +4/8/12/16/20% 이하라면 즉시 처치 (보스에게는 발동되지 않음),"If the target’s HP is below +4/8/12/16/20%, they die immediately (does not affect bosses)"
White Paper,WhitePaper,1258,artifact,1,active,Locked,Item_WhitePaper_Name,White Paper,하얀 종이,,"+3/6% 모든 피해 증폭 / 양쪽 칸에 배치된 아티팩트가 동일한 콤보인 경우, 해당 콤보 수치 1 증가",+3/6% Universal Damage Boost / Increase combo count by 1 if artifacts in both adjacent slots have the same combo
White Planet,PlanetaryModels_Ice,1220,artifact,2,active,PocketDimensionShop,Item_Planet_White_Name,White Planet,하얀 행성,PLANET,얼음 탄환을 발사하는 하얀행성 소환 / [피해량: +30/36/42/48/54//60/66/72],Summon White Planet that fires Ice Bullets / [Damage: +30/36/42/48/54//60/66/72]
Wind Sheet Music,TheWIndSheetmusic,1008,artifact,1,active,Default,Item_WindSheetMusic_Name,Wind Sheet Music,악보 '바람',WINDSONG,근접 공격의 범위 +10/20/30/40/50% 증가,+10/20/30/40/50% increase in Melee Attack range
Windgrass Scarf,WindGrassScarf,1011,artifact,0,active,Default,Item_WindgrassScarf_Name,Windgrass Scarf,바람풀 목도리,WINDSONG,대시 공격 피해 +30/80%,Dash Attack Damage +30/80%
Wings,CloudWing,1143,artifact,3,active,Locked,Item_Wings_Name,Wings,날개,WINDSONG,+3/6/9/12/15/18% 공격 속도 / 추가 공격 속도 +25/20/15/9/6/5%당 모든 피해 증폭 1% 증가,+3/6/9/12/15/18% Attack Speed / Additional Attack Speed +25/20/15/9/6/5% increases Universal Damage Boost by 1%
Yakumo Short Blade,GhostSword,1049,artifact,2,active,Locked,Item_DashSword_Name,Yakumo Short Blade,소태도 야쿠모,STURDY,+10/20/30/40/50% 대시 공격 피해 / +4/8/12/16/20% 대시 회복 속도,+10/20/30/40/50% Dash Attack Damage / +4/8/12/16/20% Dash Recovery Speed
Yellow Planet,PlanetaryModels_C,1105,artifact,1,active,Default,Item_Planet_Yellow_Name,Yellow Planet,노란 행성,PLANET,튕기는 물리 탄환을 발사하는 노란행성 소환 / [피해량: +20/26/32/38/45//52/60],Summons a yellow planet that shoots bouncing Physical projectiles / [Damage: +20/26/32/38/45//52/60]
Zap Bug,ZapBug,1238,artifact,2,active,Locked,Item_LightningBug_Name,Zap Bug,찌릿충,MAGITECH,0/1/1/2/2/3 감전 중첩,0/1/1/2/2/3 Electrocution stacks
Zappy Custard Pastry,EletricEclair,1074,artifact,0,active,Default,Item_LightningBread_Name,Zappy Custard Pastry,찌릿 슈크림빵,DARKCLOUD,적 처치 시 33% 확률로 전기 빵이 바닥에 떨어짐. 전기 빵을 먹으면 먹구름 +1/2/3/4/5 획득,33% chance that enemies drop lightning bread upon death. Lightning bread grants Storm Cloud +1/2/3/4/5
